OrderID,Date,RegionID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,UnitCost
50448,2025-07-18,1,1011,110,5,199.0,0.15,109.45
50449,2025-07-19,4,1013,112,5,49.0,0.15,29.89
50450,2025-07-19,2,1014,103,1,79.0,0.0,48.19
50451,2025-07-20,1,1001,105,1,329.0,0.0,190.82
50452,2025-07-20,3,1002,108,2,599.0,0.05,347.42
50453,2025-07-20,1,1003,111,3,899.0,0.1,521.42
50454,2025-07-21,2,1004,110,2,199.0,0.05,109.45
50455,2025-07-21,4,1005,101,3,1299.0,0.1,714.45
50456,2025-07-22,3,1007,103,3,79.0,0.1,48.19
50457,2025-07-22,1,1008,106,4,249.0,0.15,151.89
50458,2025-07-23,4,1010,108,4,599.0,0.15,347.42
50459,2025-07-23,2,1011,111,5,899.0,0.0,521.42
50460,2025-07-24,1,1013,101,5,1299.0,0.0,714.45
50461,2025-07-24,3,1014,104,1,39.0,0.05,21.45
50462,2025-07-24,1,1015,107,2,29.0,0.1,15.95
50463,2025-07-25,2,1001,106,1,249.0,0.05,151.89
50464,2025-07-25,4,1002,109,2,349.0,0.1,212.89
50465,2025-07-26,3,1004,111,2,899.0,0.1,521.42
50466,2025-07-26,1,1005,102,3,999.0,0.15,579.42
50467,2025-07-27,4,1007,104,3,39.0,0.15,21.45
50468,2025-07-27,2,1008,107,4,29.0,0.0,15.95
50469,2025-07-28,1,1010,109,4,349.0,0.0,212.89
50470,2025-07-28,3,1011,112,5,49.0,0.05,29.89
50471,2025-07-28,1,1012,103,1,79.0,0.1,48.19
50472,2025-07-29,2,1013,102,5,999.0,0.05,579.42
50473,2025-07-29,4,1014,105,1,329.0,0.1,190.82
50474,2025-07-30,3,1001,107,1,29.0,0.1,15.95
50475,2025-07-30,1,1002,110,2,199.0,0.15,109.45
50476,2025-07-31,4,1004,112,2,49.0,0.15,29.89
50477,2025-07-31,2,1005,103,3,79.0,0.0,48.19
50478,2025-08-01,1,1007,105,3,329.0,0.0,190.82
50479,2025-08-01,3,1008,108,4,599.0,0.05,347.42
50480,2025-08-01,1,1009,111,5,899.0,0.1,521.42
50481,2025-08-02,2,1010,110,4,199.0,0.05,109.45
50482,2025-08-02,4,1011,101,5,1299.0,0.1,714.45
50483,2025-08-03,3,1013,103,5,79.0,0.1,48.19
50484,2025-08-03,1,1014,106,1,249.0,0.15,151.89
50485,2025-08-04,4,1001,108,1,599.0,0.15,347.42
50486,2025-08-04,2,1002,111,2,899.0,0.0,521.42
50487,2025-08-05,1,1004,101,2,1299.0,0.0,714.45
50488,2025-08-05,3,1005,104,3,39.0,0.05,21.45
50489,2025-08-05,1,1006,107,4,29.0,0.1,15.95
50490,2025-08-06,2,1007,106,3,249.0,0.05,151.89
50491,2025-08-06,4,1008,109,4,349.0,0.1,212.89
50492,2025-08-07,3,1010,111,4,899.0,0.1,521.42
50493,2025-08-07,1,1011,102,5,999.0,0.15,579.42
50494,2025-08-08,4,1013,104,5,39.0,0.15,21.45
50495,2025-08-08,2,1014,107,1,29.0,0.0,15.95
50496,2025-08-09,1,1001,109,1,349.0,0.0,212.89
50497,2025-08-09,3,1002,112,2,49.0,0.05,29.89
50498,2025-08-09,1,1003,103,3,79.0,0.1,48.19
50499,2025-08-10,2,1004,102,2,999.0,0.05,579.42
50500,2025-08-10,4,1005,105,3,329.0,0.1,190.82
50501,2025-08-11,3,1007,107,3,29.0,0.1,15.95
50502,2025-08-11,1,1008,110,4,199.0,0.15,109.45
50503,2025-08-12,4,1010,112,4,49.0,0.15,29.89
50504,2025-08-12,2,1011,103,5,79.0,0.0,48.19
50505,2025-08-13,1,1013,105,5,329.0,0.0,190.82
50506,2025-08-13,3,1014,108,1,599.0,0.05,347.42
50507,2025-08-13,1,1015,111,2,899.0,0.1,521.42
50508,2025-08-14,2,1001,110,1,199.0,0.05,109.45
50509,2025-08-14,4,1002,101,2,1299.0,0.1,714.45
50510,2025-08-15,3,1004,103,2,79.0,0.1,48.19
50511,2025-08-15,1,1005,106,3,249.0,0.15,151.89
50512,2025-08-16,4,1007,108,3,599.0,0.15,347.42
50513,2025-08-16,2,1008,111,4,899.0,0.0,521.42
50514,2025-08-17,1,1010,101,4,1299.0,0.0,714.45
50515,2025-08-17,3,1011,104,5,39.0,0.05,21.45
50516,2025-08-17,1,1012,107,1,29.0,0.1,15.95
50517,2025-08-18,2,1013,106,5,249.0,0.05,151.89
50518,2025-08-18,4,1014,109,1,349.0,0.1,212.89
50519,2025-08-19,3,1001,111,1,899.0,0.1,521.42
50520,2025-08-19,1,1002,102,2,999.0,0.15,579.42
50521,2025-08-20,4,1004,104,2,39.0,0.15,21.45
50522,2025-08-20,2,1005,107,3,29.0,0.0,15.95
50523,2025-08-21,1,1007,109,3,349.0,0.0,212.89
50524,2025-08-21,3,1008,112,4,49.0,0.05,29.89
50525,2025-08-21,1,1009,103,5,79.0,0.1,48.19
50526,2025-08-22,2,1010,102,4,999.0,0.05,579.42
50527,2025-08-22,4,1011,105,5,329.0,0.1,190.82
50528,2025-08-23,3,1013,107,5,29.0,0.1,15.95
50529,2025-08-23,1,1014,110,1,199.0,0.15,109.45
50530,2025-08-24,4,1001,112,1,49.0,0.15,29.89
50531,2025-08-24,2,1002,103,2,79.0,0.0,48.19
50532,2025-08-25,1,1004,105,2,329.0,0.0,190.82
50533,2025-08-25,3,1005,108,3,599.0,0.05,347.42
50534,2025-08-25,1,1006,111,4,899.0,0.1,521.42
50535,2025-08-26,2,1007,110,3,199.0,0.05,109.45
50536,2025-08-26,4,1008,101,4,1299.0,0.1,714.45
50537,2025-08-27,3,1010,103,4,79.0,0.1,48.19
50538,2025-08-27,1,1011,106,5,249.0,0.15,151.89
50539,2025-08-28,4,1013,108,5,599.0,0.15,347.42
50540,2025-08-28,2,1014,111,1,899.0,0.0,521.42
50541,2025-08-29,1,1001,101,1,1299.0,0.0,714.45
50542,2025-08-29,3,1002,104,2,39.0,0.05,21.45
50543,2025-08-29,1,1003,107,3,29.0,0.1,15.95
50544,2025-08-30,2,1004,106,2,249.0,0.05,151.89
50545,2025-08-30,4,1005,109,3,349.0,0.1,212.89
50546,2025-08-31,3,1007,111,3,899.0,0.1,521.42
50547,2025-08-31,1,1008,102,4,999.0,0.15,579.42
50548,2025-09-01,4,1010,104,4,39.0,0.15,21.45
50549,2025-09-01,2,1011,107,5,29.0,0.0,15.95
50550,2025-09-02,1,1013,109,5,349.0,0.0,212.89
50551,2025-09-02,3,1014,112,1,49.0,0.05,29.89
50552,2025-09-02,1,1015,103,2,79.0,0.1,48.19
50553,2025-09-03,2,1001,102,1,999.0,0.05,579.42
50554,2025-09-03,4,1002,105,2,329.0,0.1,190.82
50555,2025-09-04,3,1004,107,2,29.0,0.1,15.95
50556,2025-09-04,1,1005,110,3,199.0,0.15,109.45
50557,2025-09-05,4,1007,112,3,49.0,0.15,29.89
50558,2025-09-05,2,1008,103,4,79.0,0.0,48.19
50559,2025-09-06,1,1010,105,4,329.0,0.0,190.82
50560,2025-09-06,3,1011,108,5,599.0,0.05,347.42
50561,2025-09-06,1,1012,111,1,899.0,0.1,521.42
50562,2025-09-07,2,1013,110,5,199.0,0.05,109.45
50563,2025-09-07,4,1014,101,1,1299.0,0.1,714.45
50564,2025-09-08,3,1001,103,1,79.0,0.1,48.19
50565,2025-09-08,1,1002,106,2,249.0,0.15,151.89
50566,2025-09-09,4,1004,108,2,599.0,0.15,347.42
50567,2025-09-09,2,1005,111,3,899.0,0.0,521.42
50568,2025-09-10,1,1007,101,3,1299.0,0.0,714.45
50569,2025-09-10,3,1008,104,4,39.0,0.05,21.45
50570,2025-09-10,1,1009,107,5,29.0,0.1,15.95
50571,2025-09-11,2,1010,106,4,249.0,0.05,151.89
50572,2025-09-11,4,1011,109,5,349.0,0.1,212.89
50573,2025-09-12,3,1013,111,5,899.0,0.1,521.42
50574,2025-09-12,1,1014,102,1,999.0,0.15,579.42
50575,2025-09-13,4,1001,104,1,39.0,0.15,21.45
50576,2025-09-13,2,1002,107,2,29.0,0.0,15.95
50577,2025-09-14,1,1004,109,2,349.0,0.0,212.89
50578,2025-09-14,3,1005,112,3,49.0,0.05,29.89
50579,2025-09-14,1,1006,103,4,79.0,0.1,48.19
50580,2025-09-15,2,1007,102,3,999.0,0.05,579.42
50581,2025-09-15,4,1008,105,4,329.0,0.1,190.82
50582,2025-09-16,3,1010,107,4,29.0,0.1,15.95
50583,2025-09-16,1,1011,110,5,199.0,0.15,109.45
50584,2025-09-17,4,1013,112,5,49.0,0.15,29.89
50585,2025-09-17,2,1014,103,1,79.0,0.0,48.19
50586,2025-09-18,1,1001,105,1,329.0,0.0,190.82
50587,2025-09-18,3,1002,108,2,599.0,0.05,347.42
50588,2025-09-18,1,1003,111,3,899.0,0.1,521.42
50589,2025-09-19,2,1004,110,2,199.0,0.05,109.45
50590,2025-09-19,4,1005,101,3,1299.0,0.1,714.45
50591,2025-09-20,3,1007,103,3,79.0,0.1,48.19
50592,2025-09-20,1,1008,106,4,249.0,0.15,151.89
50593,2025-09-21,4,1010,108,4,599.0,0.15,347.42
50594,2025-09-21,2,1011,111,5,899.0,0.0,521.42
50595,2025-09-22,1,1013,101,5,1299.0,0.0,714.45
50596,2025-09-22,3,1014,104,1,39.0,0.05,21.45
50597,2025-09-22,1,1015,107,2,29.0,0.1,15.95
50598,2025-09-23,2,1001,106,1,249.0,0.05,151.89
50599,2025-09-23,4,1002,109,2,349.0,0.1,212.89
50600,2025-09-24,3,1004,111,2,899.0,0.1,521.42
50601,2025-09-24,1,1005,102,3,999.0,0.15,579.42
50602,2025-09-25,4,1007,104,3,39.0,0.15,21.45
50603,2025-09-25,2,1008,107,4,29.0,0.0,15.95
50604,2025-09-26,1,1010,109,4,349.0,0.0,212.89
50605,2025-09-26,3,1011,112,5,49.0,0.05,29.89
50606,2025-09-26,1,1012,103,1,79.0,0.1,48.19
50607,2025-09-27,2,1013,102,5,999.0,0.05,579.42
50608,2025-09-27,4,1014,105,1,329.0,0.1,190.82
50609,2025-09-28,3,1001,107,1,29.0,0.1,15.95
50610,2025-09-28,1,1002,110,2,199.0,0.15,109.45
50611,2025-09-29,4,1004,112,2,49.0,0.15,29.89
50612,2025-09-29,2,1005,103,3,79.0,0.0,48.19
50613,2025-09-30,1,1007,105,3,329.0,0.0,190.82
50614,2025-09-30,3,1008,108,4,599.0,0.05,347.42
50615,2025-09-30,1,1009,111,5,899.0,0.1,521.42
50616,2025-10-01,2,1010,110,4,199.0,0.05,109.45
50617,2025-10-01,4,1011,101,5,1299.0,0.1,714.45
50618,2025-10-02,3,1013,103,5,79.0,0.1,48.19
50619,2025-10-02,1,1014,106,1,249.0,0.15,151.89
50620,2025-10-03,4,1001,108,1,599.0,0.15,347.42
50621,2025-10-03,2,1002,111,2,899.0,0.0,521.42
50622,2025-10-04,1,1004,101,2,1299.0,0.0,714.45
50623,2025-10-04,3,1005,104,3,39.0,0.05,21.45
50624,2025-10-04,1,1006,107,4,29.0,0.1,15.95
50625,2025-10-05,2,1007,106,3,249.0,0.05,151.89
50626,2025-10-05,4,1008,109,4,349.0,0.1,212.89
50627,2025-10-06,3,1010,111,4,899.0,0.1,521.42
50628,2025-10-06,1,1011,102,5,999.0,0.15,579.42
50629,2025-10-07,4,1013,104,5,39.0,0.15,21.45
50630,2025-10-07,2,1014,107,1,29.0,0.0,15.95
50631,2025-10-08,1,1001,109,1,349.0,0.0,212.89
50632,2025-10-08,3,1002,112,2,49.0,0.05,29.89
50633,2025-10-08,1,1003,103,3,79.0,0.1,48.19
50634,2025-10-09,2,1004,102,2,999.0,0.05,579.42
50635,2025-10-09,4,1005,105,3,329.0,0.1,190.82
50636,2025-10-10,3,1007,107,3,29.0,0.1,15.95
50637,2025-10-10,1,1008,110,4,199.0,0.15,109.45
50638,2025-10-11,4,1010,112,4,49.0,0.15,29.89
50639,2025-10-11,2,1011,103,5,79.0,0.0,48.19
50640,2025-10-12,1,1013,105,5,329.0,0.0,190.82
50641,2025-10-12,3,1014,108,1,599.0,0.05,347.42
50642,2025-10-12,1,1015,111,2,899.0,0.1,521.42
50643,2025-10-13,2,1001,110,1,199.0,0.05,109.45
50644,2025-10-13,4,1002,101,2,1299.0,0.1,714.45
50645,2025-10-14,3,1004,103,2,79.0,0.1,48.19
50646,2025-10-14,1,1005,106,3,249.0,0.15,151.89
50647,2025-10-15,4,1007,108,3,599.0,0.15,347.42
50648,2025-10-15,2,1008,111,4,899.0,0.0,521.42
50649,2025-10-16,1,1010,101,4,1299.0,0.0,714.45
50650,2025-10-16,3,1011,104,5,39.0,0.05,21.45
50651,2025-10-16,1,1012,107,1,29.0,0.1,15.95
50652,2025-10-17,2,1013,106,5,249.0,0.05,151.89
50653,2025-10-17,4,1014,109,1,349.0,0.1,212.89
50654,2025-10-18,3,1001,111,1,899.0,0.1,521.42
50655,2025-10-18,1,1002,102,2,999.0,0.15,579.42
50656,2025-10-19,4,1004,104,2,39.0,0.15,21.45
50657,2025-10-19,2,1005,107,3,29.0,0.0,15.95
50658,2025-10-20,1,1007,109,3,349.0,0.0,212.89
50659,2025-10-20,3,1008,112,4,49.0,0.05,29.89
50660,2025-10-20,1,1009,103,5,79.0,0.1,48.19
50661,2025-10-21,2,1010,102,4,999.0,0.05,579.42
50662,2025-10-21,4,1011,105,5,329.0,0.1,190.82
50663,2025-10-22,3,1013,107,5,29.0,0.1,15.95
50664,2025-10-22,1,1014,110,1,199.0,0.15,109.45
50665,2025-10-23,4,1001,112,1,49.0,0.15,29.89
50666,2025-10-23,2,1002,103,2,79.0,0.0,48.19
50667,2025-10-24,1,1004,105,2,329.0,0.0,190.82
50668,2025-10-24,3,1005,108,3,599.0,0.05,347.42
50669,2025-10-24,1,1006,111,4,899.0,0.1,521.42
50670,2025-10-25,2,1007,110,3,199.0,0.05,109.45
50671,2025-10-25,4,1008,101,4,1299.0,0.1,714.45
50672,2025-10-26,3,1010,103,4,79.0,0.1,48.19
50673,2025-10-26,1,1011,106,5,249.0,0.15,151.89
50674,2025-10-27,4,1013,108,5,599.0,0.15,347.42
50675,2025-10-27,2,1014,111,1,899.0,0.0,521.42
50676,2025-10-28,1,1001,101,1,1299.0,0.0,714.45
50677,2025-10-28,3,1002,104,2,39.0,0.05,21.45
50678,2025-10-28,1,1003,107,3,29.0,0.1,15.95
50679,2025-10-29,2,1004,106,2,249.0,0.05,151.89
50680,2025-10-29,4,1005,109,3,349.0,0.1,212.89
50681,2025-10-30,3,1007,111,3,899.0,0.1,521.42
50682,2025-10-30,1,1008,102,4,999.0,0.15,579.42
50683,2025-10-31,4,1010,104,4,39.0,0.15,21.45
50684,2025-10-31,2,1011,107,5,29.0,0.0,15.95
50685,2025-11-01,1,1013,109,5,349.0,0.0,212.89
50686,2025-11-01,3,1014,112,1,49.0,0.05,29.89
50687,2025-11-01,1,1015,103,2,79.0,0.1,48.19
50688,2025-11-02,2,1001,102,1,999.0,0.05,579.42
50689,2025-11-02,4,1002,105,2,329.0,0.1,190.82
50690,2025-11-03,3,1004,107,2,29.0,0.1,15.95
50691,2025-11-03,1,1005,110,3,199.0,0.15,109.45
50692,2025-11-04,4,1007,112,3,49.0,0.15,29.89
50693,2025-11-04,2,1008,103,4,79.0,0.0,48.19
50694,2025-11-05,1,1010,105,4,329.0,0.0,190.82
50695,2025-11-05,3,1011,108,5,599.0,0.05,347.42
50696,2025-11-05,1,1012,111,1,899.0,0.1,521.42
50697,2025-11-06,2,1013,110,5,199.0,0.05,109.45
50698,2025-11-06,4,1014,101,1,1299.0,0.1,714.45
50699,2025-11-07,3,1001,103,1,79.0,0.1,48.19
50700,2025-11-07,1,1002,106,2,249.0,0.15,151.89
50701,2025-11-08,4,1004,108,2,599.0,0.15,347.42
50702,2025-11-08,2,1005,111,3,899.0,0.0,521.42
50703,2025-11-09,1,1007,101,3,1299.0,0.0,714.45
50704,2025-11-09,3,1008,104,4,39.0,0.05,21.45
50705,2025-11-09,1,1009,107,5,29.0,0.1,15.95
50706,2025-11-10,2,1010,106,4,249.0,0.05,151.89
50707,2025-11-10,4,1011,109,5,349.0,0.1,212.89
50708,2025-11-11,3,1013,111,5,899.0,0.1,521.42
50709,2025-11-11,1,1014,102,1,999.0,0.15,579.42
50710,2025-11-12,4,1001,104,1,39.0,0.15,21.45
50711,2025-11-12,2,1002,107,2,29.0,0.0,15.95
50712,2025-11-13,1,1004,109,2,349.0,0.0,212.89
50713,2025-11-13,3,1005,112,3,49.0,0.05,29.89
50714,2025-11-13,1,1006,103,4,79.0,0.1,48.19
50715,2025-11-14,2,1007,102,3,999.0,0.05,579.42
50716,2025-11-14,4,1008,105,4,329.0,0.1,190.82
50717,2025-11-15,3,1010,107,4,29.0,0.1,15.95
50718,2025-11-15,1,1011,110,5,199.0,0.15,109.45
50719,2025-11-16,4,1013,112,5,49.0,0.15,29.89
50720,2025-11-16,2,1014,103,1,79.0,0.0,48.19
50721,2025-11-17,1,1001,105,1,329.0,0.0,190.82
50722,2025-11-17,3,1002,108,2,599.0,0.05,347.42
50723,2025-11-17,1,1003,111,3,899.0,0.1,521.42
50724,2025-11-18,2,1004,110,2,199.0,0.05,109.45
50725,2025-11-18,4,1005,101,3,1299.0,0.1,714.45
50726,2025-11-19,3,1007,103,3,79.0,0.1,48.19
50727,2025-11-19,1,1008,106,4,249.0,0.15,151.89
50728,2025-11-20,4,1010,108,4,599.0,0.15,347.42
50729,2025-11-20,2,1011,111,5,899.0,0.0,521.42
50730,2025-11-21,1,1013,101,5,1299.0,0.0,714.45
50731,2025-11-21,3,1014,104,1,39.0,0.05,21.45
50732,2025-11-21,1,1015,107,2,29.0,0.1,15.95
50733,2025-11-22,2,1001,106,1,249.0,0.05,151.89
50734,2025-11-22,4,1002,109,2,349.0,0.1,212.89
50735,2025-11-23,3,1004,111,2,899.0,0.1,521.42
50736,2025-11-23,1,1005,102,3,999.0,0.15,579.42
50737,2025-11-24,4,1007,104,3,39.0,0.15,21.45
50738,2025-11-24,2,1008,107,4,29.0,0.0,15.95
50739,2025-11-25,1,1010,109,4,349.0,0.0,212.89
50740,2025-11-25,3,1011,112,5,49.0,0.05,29.89
50741,2025-11-25,1,1012,103,1,79.0,0.1,48.19
50742,2025-11-26,2,1013,102,5,999.0,0.05,579.42
50743,2025-11-26,4,1014,105,1,329.0,0.1,190.82
50744,2025-11-27,3,1001,107,1,29.0,0.1,15.95
50745,2025-11-27,1,1002,110,2,199.0,0.15,109.45
50746,2025-11-28,4,1004,112,2,49.0,0.15,29.89
50747,2025-11-28,2,1005,103,3,79.0,0.0,48.19
50748,2025-11-29,1,1007,105,3,329.0,0.0,190.82
50749,2025-11-29,3,1008,108,4,599.0,0.05,347.42
50750,2025-11-29,1,1009,111,5,899.0,0.1,521.42
50751,2025-11-30,2,1010,110,4,199.0,0.05,109.45
50752,2025-11-30,4,1011,101,5,1299.0,0.1,714.45
50753,2025-12-01,3,1013,103,5,79.0,0.1,48.19
50754,2025-12-01,1,1014,106,1,249.0,0.15,151.89
50755,2025-12-02,4,1001,108,1,599.0,0.15,347.42
50756,2025-12-02,2,1002,111,2,899.0,0.0,521.42
50757,2025-12-03,1,1004,101,2,1299.0,0.0,714.45
50758,2025-12-03,3,1005,104,3,39.0,0.05,21.45
50759,2025-12-03,1,1006,107,4,29.0,0.1,15.95
50760,2025-12-04,2,1007,106,3,249.0,0.05,151.89
50761,2025-12-04,4,1008,109,4,349.0,0.1,212.89
50762,2025-12-05,3,1010,111,4,899.0,0.1,521.42
50763,2025-12-05,1,1011,102,5,999.0,0.15,579.42
50764,2025-12-06,4,1013,104,5,39.0,0.15,21.45
50765,2025-12-06,2,1014,107,1,29.0,0.0,15.95
50766,2025-12-07,1,1001,109,1,349.0,0.0,212.89
50767,2025-12-07,3,1002,112,2,49.0,0.05,29.89
50768,2025-12-07,1,1003,103,3,79.0,0.1,48.19
50769,2025-12-08,2,1004,102,2,999.0,0.05,579.42
50770,2025-12-08,4,1005,105,3,329.0,0.1,190.82
50771,2025-12-09,3,1007,107,3,29.0,0.1,15.95
50772,2025-12-09,1,1008,110,4,199.0,0.15,109.45
50773,2025-12-10,4,1010,112,4,49.0,0.15,29.89
50774,2025-12-10,2,1011,103,5,79.0,0.0,48.19
50775,2025-12-11,1,1013,105,5,329.0,0.0,190.82
50776,2025-12-11,3,1014,108,1,599.0,0.05,347.42
50777,2025-12-11,1,1015,111,2,899.0,0.1,521.42
50778,2025-12-12,2,1001,110,1,199.0,0.05,109.45
50779,2025-12-12,4,1002,101,2,1299.0,0.1,714.45
50780,2025-12-13,3,1004,103,2,79.0,0.1,48.19
50781,2025-12-13,1,1005,106,3,249.0,0.15,151.89
50782,2025-12-14,4,1007,108,3,599.0,0.15,347.42
50783,2025-12-14,2,1008,111,4,899.0,0.0,521.42
50784,2025-12-15,1,1010,101,4,1299.0,0.0,714.45
50785,2025-12-15,3,1011,104,5,39.0,0.05,21.45
50786,2025-12-15,1,1012,107,1,29.0,0.1,15.95
50787,2025-12-16,2,1013,106,5,249.0,0.05,151.89
50788,2025-12-16,4,1014,109,1,349.0,0.1,212.89
50789,2025-12-17,3,1001,111,1,899.0,0.1,521.42
50790,2025-12-17,1,1002,102,2,999.0,0.15,579.42
50791,2025-12-18,4,1004,104,2,39.0,0.15,21.45
50792,2025-12-18,2,1005,107,3,29.0,0.0,15.95
50793,2025-12-19,1,1007,109,3,349.0,0.0,212.89
50794,2025-12-19,3,1008,112,4,49.0,0.05,29.89
50795,2025-12-19,1,1009,103,5,79.0,0.1,48.19
50796,2025-12-20,2,1010,102,4,999.0,0.05,579.42
50797,2025-12-20,4,1011,105,5,329.0,0.1,190.82
50798,2025-12-21,3,1013,107,5,29.0,0.1,15.95
50799,2025-12-21,1,1014,110,1,199.0,0.15,109.45
50800,2025-12-22,4,1001,112,1,49.0,0.15,29.89
50801,2025-12-22,2,1002,103,2,79.0,0.0,48.19
50802,2025-12-23,1,1004,105,2,329.0,0.0,190.82
50803,2025-12-23,3,1005,108,3,599.0,0.05,347.42
50804,2025-12-23,1,1006,111,4,899.0,0.1,521.42
50805,2025-12-24,2,1007,110,3,199.0,0.05,109.45
50806,2025-12-24,4,1008,101,4,1299.0,0.1,714.45
50807,2025-12-25,3,1010,103,4,79.0,0.1,48.19
50808,2025-12-25,1,1011,106,5,249.0,0.15,151.89
50809,2025-12-26,4,1013,108,5,599.0,0.15,347.42
50810,2025-12-26,2,1014,111,1,899.0,0.0,521.42
50811,2025-12-27,1,1001,101,1,1299.0,0.0,714.45
50812,2025-12-27,3,1002,104,2,39.0,0.05,21.45
50813,2025-12-27,1,1003,107,3,29.0,0.1,15.95
50814,2025-12-28,2,1004,106,2,249.0,0.05,151.89
50815,2025-12-28,4,1005,109,3,349.0,0.1,212.89
50816,2025-12-29,3,1007,111,3,899.0,0.1,521.42
50817,2025-12-29,1,1008,102,4,999.0,0.15,579.42
50818,2025-12-30,4,1010,104,4,39.0,0.15,21.45
50819,2025-12-30,2,1011,107,5,29.0,0.0,15.95
50820,2025-12-31,1,1013,109,5,349.0,0.0,212.89
50821,2025-12-31,3,1014,112,1,49.0,0.05,29.89
50822,2025-12-31,1,1015,103,2,79.0,0.1,48.19
